attraction_name,attraction_grade,attraction_heat,attraction_score,attraction_address,comments_total,positive_comments,after_consumption_comments,negative_comments,username,comment_score,comment_grade,comment_content,comment_time,user_ip
,,,,,,,,,M10****621,5.0,超棒,换票快捷方便 换票时把景区交通一起买了,2017-08-12,未知
,,,,,,,,,柚子姑娘的柚子,5.0,超棒,比窗口买票便宜5块钱，而且有专门网络购票取票通道，非常快捷。卓尔山超级美，拍照后不用滤镜都像画儿一样，随手一拍就是绝美风景，不可错过的景点。,2017-08-12,未知
,,,,,,,,,_WeCh****77082,5.0,超棒,美，大美！因为去的时候赶上下雨了，雨后出现了大大的彩虹，真的很美！,2017-08-11,未知
,,,,,,,,,150****2000,2.0,一般,工作人员态度不咋地。不会再去了。,2017-08-11,未知
,,,,,,,,,Innercoool,4.0,满意,呼啸的风，茂盛的树林，卓尔山风景如画。千兵崖，烽火台，天境石，都是值得一看。,2017-08-11,未知
,,,,,,,,,M46****468,4.0,满意,人比较多，环境不错，不过没预想的好,2017-08-11,未知
,,,,,,,,,七月稀,3.0,不错,超多人，其实也没什么意思，拍照景色就不错,2017-08-11,未知
,,,,,,,,,瑞尔特,5.0,超棒,卓尔山网络订票非常方便当时就可以取票的！景区管理人员态度非常好,2017-08-11,未知
,,,,,,,,,赖豆,5.0,超棒,很美很美很美！强烈建议前往游玩,2017-08-10,未知
,,,,,,,,,M22****8905,5.0,超棒,自然风光很美，空气清新，蓝天白云一览无余。,2017-08-10,未知
,,,,,,,,,深夜倾听海,4.0,满意,还不如在窗口现买呢，取票很繁琐,2017-08-09,未知
,,,,,,,,,_WeCh****98841,5.0,超棒,登上峰火台心境开阔，山路景色尽收眼底，安保工作很到位。,2017-08-09,未知
,,,,,,,,,M23****1978,1.0,不佳,真心没意义，不如路上的风景好。,2017-08-08,未知
,,,,,,,,,M22****2998,5.0,超棒,好山好水好地方，从来没有这么喜欢青海,2017-08-08,未知
,,,,,,,,,M22****2998,5.0,超棒,景色秀丽 ，是一个非常非常适合拍照的地方,2017-08-08,未知
,,,,,,,,,时代冰河1,2.0,一般,很漂亮，景区很小。这收费较贵。景交车必须买。售票窗口小伙态度极其恶劣&,2017-08-02,未知
,,,,,,,,,M22****3029,5.0,超棒,风景秀丽，景色怡人，非常喜欢卓尔山，拍了好多的照片，美美美,2017-07-29,未知
,,,,,,,,,txiz,5.0,超棒,这是丹霞地貌和油菜花的完美结合,2017-07-29,未知
,,,,,,,,,瑞园,5.0,超棒,门票费不包括景区摆渡车费。言外之意就是每人还要增加二十元景观车费。不过即使近80元的景观票价，性价比也绝对高，蛮对得起每位游客。因为卓尔山景区实在是太漂亮了吧?   说是东方瑞士，要我说比实际的瑞士美多了。真是大美青海，天境祁连。自然美景像仙境啊?  除了丹霞  还有油菜花田  青稞田  冰峰雪山   祁连大草原   对面牛心山在云雾中若隐若现  美不胜收！,2017-07-21,未知
,,,,,,,,,smile0414,5.0,超棒,牛心山的最佳观景点，气势很大，很漂亮。,2017-07-21,未知
,,,,,,,,,smile0414,5.0,超棒,颇有阿尔卑斯山脉的感觉，雪山草地，只是多了油菜花。,2017-07-21,未知
,,,,,,,,,M40****979,3.0,不错,我觉得这个景点如果赶时间完全没必要去，那个山在山下都能看到，山上也没什么特别可看的。几分钟的车程二十块的车票，五十块的门票真没什么看头。,2017-07-21,未知
,,,,,,,,,M18****114,5.0,超棒,从茶卡盐湖经过三路十八弯来到祁连，开车五六个小时，太辛苦了，景色算一般吧,2017-07-21,未知
,,,,,,,,,_WeCh****43209,1.0,不佳,坑人的，票价贵，小孩能饱，非得让你多买一张车票。总结，青海花钱景区都没劲，风景永远在路上,2017-07-20,未知
,,,,,,,,,M22****1884,4.0,满意,最值得吐槽的就是摆渡车，短短的距离，要收20元/人，还不包在门票里,2017-07-19,未知
,,,,,,,,,沿着国道去旅行,5.0,超棒,风景很美，这个季节最棒。我提醒大家一下，门口取票时，他们说携程订的不可以用，驴妈妈的才可以，我把手机拿给他，他拿过去看了说不行，让我退了从新定，我先生嫌麻烦，直接买了票，我心想携程只要没取票可以随时退，可是我发现票竟然不能退了，哈哈，意不意外，因为我看过有个携程用户也说过，明明没取票，携程显示那个客户取过了，这样我又返回售票窗口询问，另一个工作人员说可以取票，并将我的购票款退回给我了。如果有朋友再遇到此类情况，不要离开售票窗口直接给携程打电话吧。不过我觉得门票不贵，值得。,2017-07-17,未知
,,,,,,,,,周山至水首阳,5.0,超棒,很好的地方。西北的小江南。草原与雪山并存。还有油菜花田。,2017-07-17,未知
,,,,,,,,,Jim_zhang,5.0,超棒,远处祁连雪山在七月的骄阳下熠熠生辉，山下一片绿黄相间的祁连大草原，绿的是青草，黄的是油菜花，就如一块色彩鲜艳的地毯包裹在山峦之间。,2017-07-17,未知
,,,,,,,,,海岸888,5.0,超棒,非常漂亮的神山～不高～但是可以一览众山小的感觉～～,2017-07-17,未知
,,,,,,,,,M97****75,5.0,超棒,卓尔山景区风景如画，景色秀丽，值得一去。,2017-07-16,未知
,,,,,,,,,M49****513,5.0,超棒,风景很好，油菜花、丹霞地貌、祁连山、牛心山都尽收眼底。离县城很近，就在城边，交通也很方便，但景区不是特别大，玩起来也简单？,2017-07-16,未知
,,,,,,,,,Dune,5.0,超棒,景色没话说，性价比不错，酒店老板说上个礼拜雪山上还下雪，想象一下油菜花和雪山。。。。。。,2017-07-16,未知
,,,,,,,,,139****4175,5.0,超棒,风景不错，上午去的，晒的厉害。,2017-07-15,未知
,,,,,,,,,_WeCh****165927,5.0,超棒,非常漂亮的景点，可以带小孩玩玩！,2017-07-15,未知
,,,,,,,,,不在了11,5.0,超棒,上去还算方便，景色不错。楼梯超多，累！,2017-07-14,未知
,,,,,,,,,M28****319,5.0,超棒,票价完全值，特别漂亮，山上的花开的正好,2017-07-05,未知
,,,,,,,,,一家之小鼠,5.0,超棒,风景非常美丽，青山，雪山，油菜花,2017-07-05,未知
,,,,,,,,,_WeCh****21474,5.0,超棒,整个青海游最惊喜的景点，非常值得一去,2017-07-04,未知
,,,,,,,,,杰森,5.0,超棒,东方瑞士，卓尔山，拍了很多大片。,2017-07-02,未知
,,,,,,,,,费力,1.0,不佳,无良的景区（或许是无良的合作供应商），我们根本没有取票却两次向携程确认已取票，想钱想疯了靠这骗进的110元就能发横财了？建议携程对此种恶劣的供应商要列入黑名单，门票业务想来利润本就菲薄，不要为了这点苍蝇屎伤了忠实客户的心。,2017-06-30,未知
,,,,,,,,,随缘,5.0,超棒,青海之旅中最值得一游的地方，太美了，蓝天白云雪山草原牛羊，一块神圣的土地。,2017-06-30,未知
,,,,,,,,,233****566,5.0,超棒,值得一看，订票后快速出票，挺好的推荐大家定,2017-06-27,未知
,,,,,,,,,E02****63,5.0,超棒,比前台优惠五元   提票很方便,2017-06-26,未知
,,,,,,,,,M62****21,5.0,超棒,门票真心不贵，性价比高，值得一去。,2017-06-17,未知
,,,,,,,,,jaminwoo,3.0,不错,山上都是人，景区中巴送到山顶，天气好的时候俯瞰村子和草地不错。相比而言还是喜欢进祁连省道上的风景。204省道在修路，有段盘山路比较危险，要注意安全。网上订的票，到现场换了就能用，方便。,2016-08-16,未知
,,,,,,,,,320****516,5.0,超棒,东方瑞士果然不负胜名。8月份还有油菜花，不同颜色的纵横交错煞是好看。不虚此行。有机会再去体验,2016-06-22,未知
,,,,,,,,,阿尔卑斯豆腐店,5.0,超棒,来的不是时候，草是黄的，空气是浑浊的，拍的照片就没有东方瑞士的感觉了，但是祁连周边景色不错，还是值得一来。,2016-04-13,未知
,,,,,,,,,奥尔布萧何,5.0,超棒,淡季过去的。基本上没什么游客。这座山不高。很快就爬上去了。山顶可以看雪山。也有丹霞地貌。,2016-03-25,未知
,,,,,,,,,M24****870,4.0,满意,风景一般，范围不够大 ，活动少点，用来慢慢静思还是可以的。对面山坡的景色也是不错的！,2016-02-16,未知
,,,,,,,,,胖布鲁,4.0,满意,卓尔山景区还不错，顶上可以看整个城景，远眺雪山，还有一些可有可无的人造景点，总体还不错，景点网上购票也方便，不用排队,2016-02-14,未知
,,,,,,,,,_zx403****076088,5.0,超棒,非常美的景，值得一去，沿途是最美国道。景区不大，但很美，很震撼，一路上有数不清的牛羊群。。。。。。。,2015-12-01,未知
,,,,,,,,,虽然但是也可以,5.0,超棒,呜呜呜呜我问问呃呃在收拾收拾在收拾收拾美女扭扭捏捏明白宝贝宝贝明白宝贝宝贝很方便,2015-11-23,未知
,,,,,,,,,徒步176,4.0,满意,景点还算可以吧，可能是我们去的时候不是季节。没多少风景可看。门票稍贵，如果能包埋上山的车就好了,2015-11-22,未知
,,,,,,,,,wjm5620,5.0,超棒,不愧为“东方小瑞士”的称号，森林、雪山、田野、一望无际的草地，值得再看的风景，明年夏天还来！,2015-10-29,未知
,,,,,,,,,阿莱恩陆云,3.0,不错,去的季节不好，没什么可看的，建议7、8月份去看，一定好看！在携程网上订票很方便！！！,2015-10-25,未知
,,,,,,,,,snowsunk,4.0,满意,非常值得一去的地方，能看到牛心山。丹霞地貌。以及各种景观。绝对不比瑞士差。特别是下雪的时候,2015-10-24,未知
,,,,,,,,,春雨沙沙沙,5.0,超棒,疯狂照相，我们是自助游，开车去景点，现场窗口准备购票前，用携程购，没想到优惠了5元，很开心，景点也很美!,2015-10-23,未知
,,,,,,,,,M24****870,4.0,满意,风景一般，范围不够大 ，活动少点，用来慢慢静思还是可以的。对面山坡的景色也是不错的！,2016-02-16,未知
,,,,,,,,,胖布鲁,4.0,满意,卓尔山景区还不错，顶上可以看整个城景，远眺雪山，还有一些可有可无的人造景点，总体还不错，景点网上购票也方便，不用排队,2016-02-14,未知
,,,,,,,,,_zx403****076088,5.0,超棒,非常美的景，值得一去，沿途是最美国道。景区不大，但很美，很震撼，一路上有数不清的牛羊群。。。。。。。,2015-12-01,未知
,,,,,,,,,虽然但是也可以,5.0,超棒,呜呜呜呜我问问呃呃在收拾收拾在收拾收拾美女扭扭捏捏明白宝贝宝贝明白宝贝宝贝很方便,2015-11-23,未知
,,,,,,,,,徒步176,4.0,满意,景点还算可以吧，可能是我们去的时候不是季节。没多少风景可看。门票稍贵，如果能包埋上山的车就好了,2015-11-22,未知
,,,,,,,,,wjm5620,5.0,超棒,不愧为“东方小瑞士”的称号，森林、雪山、田野、一望无际的草地，值得再看的风景，明年夏天还来！,2015-10-29,未知
,,,,,,,,,阿莱恩陆云,3.0,不错,去的季节不好，没什么可看的，建议7、8月份去看，一定好看！在携程网上订票很方便！！！,2015-10-25,未知
,,,,,,,,,snowsunk,4.0,满意,非常值得一去的地方，能看到牛心山。丹霞地貌。以及各种景观。绝对不比瑞士差。特别是下雪的时候,2015-10-24,未知
,,,,,,,,,春雨沙沙沙,5.0,超棒,疯狂照相，我们是自助游，开车去景点，现场窗口准备购票前，用携程购，没想到优惠了5元，很开心，景点也很美!,2015-10-23,未知
,,,,,,,,,匿名用户,5.0,超棒,好的好的好的好的,2024-10-14,青海
,,,,,,,,,匿名用户,5.0,超棒,好的好的好的好的,2024-10-14,青海
,,,,,,,,,M53****1730,5.0,超棒,挺美的拍照出片,2024-10-14,甘肃
,,,,,,,,,善待自己2017,4.0,满意,青海湖确实很美，但景区价格太高，90元进去就看看照相，然后就是一个电频车100元10分钟,2024-10-13,陕西
,,,,,,,,,M44****133,5.0,超棒,青海湖很美，湖水很清澈，湖边牛羊成群，连绵的草地，还可以做船。景区内吃饭的地方也多，有德克士了，肯德基，价格不贵，交通方便，很值得去。,2024-10-12,江西
,,,,,,,,,马得利,5.0,超棒,风景超级好，青海湖的湖水是真的纯净，我们旅游的时间天气非常好，阳光☀️照射在湖面上还能有倒影，青海湖很大，从二郎剑景区进入还能够在湖边近距离接触湖水，孩子很开心，父母也很开心。,2024-10-12,四川
,,,,,,,,,马得利,5.0,超棒,风景超级好，青海湖的湖水是真的纯净，我们旅游的时间天气非常好，阳光☀️照射在湖面上还能有倒影，青海湖很大，从二郎剑景区进入还能够在湖边近距离接触湖水，孩子很开心，父母也很开心。,2024-10-12,四川
,,,,,,,,,XX-Meng,5.0,超棒,挺好的，风景秀丽,2024-10-11,陕西
,,,,,,,,,M43****411,4.0,满意,景色好，服务差点意思,2024-10-10,贵州
,,,,,,,,,IceFRain,5.0,超棒,高速邮轮虽然不快，但是不能出船舱，如果不看沙雕下船直接坐车，不然挺难走的,2024-10-10,湖南
,,,,,,,,,猫儿2005,5.0,超棒,环境优雅，碧波荡漾，有海鸥，有马车，有轮船可出海，也不是太冷，湖水清澈，还可以骑水上自行车，中午有肯德基的快餐，惊喜的是还有喜茶。文创店也有惊喜。,2024-10-09,北京
,,,,,,,,,M56****260,5.0,超棒,性价比不是特别高，不建议去,2024-10-08,甘肃
,,,,,,,,,M26****0399,4.0,满意,一般，没什么特色。,2024-10-08,甘肃
,,,,,,,,,匿名用户,5.0,超棒,纯天然景色，心旷神怡。旅途风景自然开阔，让人心生向往，司机还挺博学、幽默。这次还乘船泛游，到达了湖中心。和朋友约好了下次再来，期待。,2024-10-07,甘肃
,,,,,,,,,M32****7743,5.0,超棒,很美很干净，推荐游玩！,2024-10-07,四川
,,,,,,,,,M32****7743,5.0,超棒,很漂亮，值得推荐！,2024-10-07,四川
,,,,,,,,,M27****3109,5.0,超棒,蓝天，白云，清澈的湖水，远处的牛羊，天然的山水画，去放松一下心情 ，值得拥有，不后悔。,2024-10-07,青海
,,,,,,,,,M23****349,1.0,不佳,一般般，天气不好体验感也不怎么样，,2024-10-07,山西
,,,,,,,,,M36****8952,5.0,超棒,非常美，推荐在去,2024-10-07,河南
,,,,,,,,,M36****8952,5.0,超棒,环境非常美丽,2024-10-07,河南
,,,,,,,,,M22****8202,5.0,超棒,很有参观价值,2024-10-07,福建
,,,,,,,,,M22****8202,5.0,超棒,很有参观价值,2024-10-07,福建
,,,,,,,,,圣殿骑士团蓝特,1.0,不佳,景区整体比较准备不足，船到西海岸后转3次不同的车才能到终点，每次强制下车后就是购物，最后终点运力不足很多人在排队等待,2024-10-06,云南
,,,,,,,,,瓦力,5.0,超棒,还可以，挺好玩儿，除了贵没毛病,2024-10-06,内蒙古
,,,,,,,,,若风赐航,3.0,不错,风浪太大，,2024-10-06,江苏
,,,,,,,,,桔子来了,5.0,超棒,非常美得景区，不虚此行，这辈子一定要去,2024-10-06,陕西
,,,,,,,,,M26****144,5.0,超棒,还可以…..,2024-10-06,四川
,,,,,,,,,M26****144,3.0,不错,避雷 船舱全封闭 很无聊,2024-10-06,四川
,,,,,,,,,富宜,5.0,超棒,天蓝水蓝云白。景色宜人。,2024-10-06,陕西
,,,,,,,,,平凉戈登,3.0,不错,名声在外，但确实坑,2024-10-05,上海
,,,,,,,,,_WeCh****10838,5.0,超棒,孩子玩得流连忘返,2024-10-05,陕西
,,,,,,,,,_WeCh****10838,5.0,超棒,名不虚传，青海湖最佳观景点,2024-10-05,陕西
,,,,,,,,,M83****7539,5.0,超棒,景区环境好，游玩体验感强👍,2024-10-05,陕西
,,,,,,,,,元芳Teresa,5.0,超棒,青海湖二郎剑景区位于青海省海南藏族自治州，景色优美风景秀丽，被誉为高原上一颗璀璨的明珠；带着老人孩子来游玩，体验高原风光，非常值得一看,2024-10-05,青海
,,,,,,,,,元芳Teresa,5.0,超棒,节省了很多时间，很方便，景色很美，非常值得游玩观赏，建议大家来游玩。，,2024-10-05,青海
,,,,,,,,,元芳Teresa,5.0,超棒,节省了很多排队的时间，很方便,2024-10-05,青海
