username,comment_score,comment_grade,comment_content,comment_time,user_ip
_WeCh****070005,2,一般,没什么性价比可讲！还不如从沿途随便窜个小路下去直接就能到湖边！景区非常小！靠近不了湖边！就只有一个码头还可以看看！并没有值得一去！个人建议！里面很小！走一个小时不到该转的就都转完了！而且最没必要花钱坐什么观光车！踩坑第一站！,2020-09-28,未知
穿小裙子的红桃,2,一般,这个景点感觉除了打个卡，真是没啥可去的。都是大妈披着纱巾和披肩在拍照。也没什么景色可看。,2020-09-27,未知
Ydrabbit,1,不佳,是官方景区，管理尚可。风景ok，但是，性价比极低这个地方完全不值90块钱的门票 不知道怎么定价的，能看的地方就一点点。内部还有各种收费极高的附加项目 不推荐 但到青海湖不来这个地方有点可惜 就是心甘情愿的被斩一刀了,2020-09-26,未知
武林进士,1,不佳,青藏路最坑的景点，里面什么都没有，路边随便一个小湖都比这个收费的要好看。,2020-09-25,未知
136****8435,1,不佳,大西北环线全程最烂的景点，从门口走到里面指示牌不明确，路途遥远，一度经过杂草堆以为走错了结果是正确的路，走很远都到不了湖边，最后草草拍了几张，完全不值得。出去以后去旁边牧民小道拍了，至少能真的到湖边。这个景区太烂了 千万别去。。路边看到哪家牧民围起来的那一块漂亮的下去拍就对了景色一般，体验不佳，性价比低，可玩性低，,2020-09-24,未知
M25****2081,2,一般,谁能告诉我青海湖是怎样评上5A景区的，觉得真不行。没有像样的景点，入口检疫人员态度差，的却是一个一生只来一次的地方，谢谢!,2020-09-23,未知
M31****5306,1,不佳,真***辣鸡性价比低，体验不佳，景色一般，可玩性低，,2020-09-21,未知
我们去旅行桦桦智哥,2,一般,自驾真的不建议去，往前开，有很多自己家私人那种，离湖很近，可以骑牦牛拍照，起码什么的，无人机也可以飞。景区全是人，拍照也全是人。就是有个青海湖几个字吧。都是湖，当天去有点阴天。结果开到下面反而晴天了，骑牛啥的,2020-09-19,未知
_WeCh****81125,1,不佳,体验不佳，景色一般，性价比低，可玩性低，,2020-09-11,未知
180****6568,1,不佳,景色确实秋水长天无与伦比不吹不黑。但是所谓的高速邮轮140元，1）船巨小，乘船期间全部关在船仓内，闷的不行，也不存在站甲板看风景拍照；2）到了一个小岛，乘客们拍照留念；3）然后走两公里才能坐大巴到另一个地方，服气的不行，因为在进门租了自行车60元/人，下了大巴还得再走很远到停自行车点拿车，再回到门口还车。综上自行车小坑，高速邮轮巨坑，体验极差，是本人去过的景区交通服务最坑的没有之一！相关旅游管理部门完全可以更合理的引导游客游玩和消费，都到了青海湖了，多个几十块无所谓，但相关的解释说明和旅客引导毫无体验，真心感叹暴殄天物，完全可以通过简单的引导可以让游客体验感倍增，青海湖仅有一个，望相关部门积极改进！,2020-09-06,未知
dz秋风凉,2,一般,本来想去坐船，但坐船必须从该景区买门票才能到湖边坐船。该景区的90元门票完全不值，沒什么看的，只是过个路还收90元，坐船又是180元，完全不值，有种坑人的感觉。性价比低，可玩性低，体验不佳，,2020-09-01,未知
158****5964,1,不佳,真心不推荐计划第二次前往的游客们。第一次去，或者感觉还不错，第二次呢，你大概率会失望吧。西码头沙岛上的设施，一塌糊涂，害得人把鞋子湿掉。,2020-08-29,未知
从你的自由路过,1,不佳,天气不好下雨不建议进入，没什么体验感，浪费门票。,2020-08-29,未知
158****5964,1,不佳,既然我买了好几张门票，另外还支付了游艇钱、摆渡巴士钱，那就继续点评吧。青海湖很大，二郎剑仅仅是其中一个点。从性价比角度来说，真是今昔非比，完全找不到曾经的优秀了。不值得重来。在入住共和县酒店，店家推荐我去黑马河等地，后悔没有听。性价比低，体验不佳，,2020-08-26,未知
158****5964,1,不佳,如果可以的话，我想打0分，我建议慎重考虑来二郎剑，这里除了人多，就是花钱快，优质服务还享受不到。体验不佳，可玩性低，性价比低，,2020-08-22,未知
M54****612,1,不佳,体验不佳，,2020-08-22,未知
jiffed,2,一般,比较坑人，门票光是能进去，啥也不含，停车费小车20元。性价比低，,2020-08-22,未知
wuheaven,2,一般,景区唯一的项目是游船，先要买门票，然后买电动车票，最后买船票上船。玩一个项目买三次票。性价比低，景色一般，,2020-08-21,未知
158****5964,1,不佳,简直糟糕极了！！！变着戏法收钱，商店来到西码头。但是，栈道等基础设施坏了也不修，还害得家人鞋子湿透。沙滩上都是垃圾，也不雇人收拾，服了服了！,2020-08-20,未知
_M13****1322,1,不佳,体验不佳，性价比低，路上风景远远好于景区风景，一进景区无导游图，一切乱糟糟，湖边有道具的地方都是圈起来收费照相的，喂海鸥用饼干，湖水都被污染了，真没啥逛的。,2020-08-20,未知
M25****112,1,不佳,买票之前没认真看介绍，真是和大多数差评一样的心情，景区工作人员态度差的要死，疫情期间大多数景区本身票价都有优惠，云南大部分景区都是半价。这个景区可好，检票工作人员揪着1.2米的儿童非要求补儿童票，旁边的临时工说平时跟他们说一下态度好一点都让进，可见管理多么混乱。从云南一路到西藏走青海，连最贵的演出门票都没收儿童票，不知道这个景区的工作人员到底是有多穷，吃着自然资源还这么理直气壮！进去之后看到景区更觉得钱还不如扔到水里，走一圈离青海湖八丈远不说全是收费游玩项目，这么赚钱真是离倒闭不远了。简直有损青海省的形象！门口竖着什么青海省著名旅游项目，还不如前面沿湖的风景十分之一！真是无比失望，出门15块钱的停车费，不到一个小时收这点停车费，故宫门前的停车场都不敢这么收钱吧！在走的时候把最后一点好感全部败光！真是给青海人民长脸！强烈建议，千万不要去，这么牛逼的工作人员自己留着玩吧！沿湖油菜花田，薰衣草田不美么？！希望更多人看到，大家都不要去。,2020-08-20,未知
Susan886,1,不佳,这个地方和小红书拍出来的完全不一样，以后不会再去了，那天去的时候没有晴天，整个城市的人感觉都很楼性价比不高，那个地方太穷了，以后不想去。,2020-08-18,未知
233****624,1,不佳,青海湖不错，可惜全是商业，还不如路边油菜花田合适。,2020-08-17,未知
卧云,1,不佳,走了甘青大环线，二郎剑是诸多景区中最差的一个，从景致到服务无不差得难以置信。如果您特意跑来，在路上看看油菜花青海湖就行了，景区不值得一进。,2020-08-17,未知
136****3310,1,不佳,简直是个坑，进去就是公园的感觉，什么快艇、轮船的；喂鱼、喂海鸥；明明就是湖，很危险还要卖小孩玩的喷水枪。豪华轮船180，给我们说往返票，结果是在湖面上环游一周。140的票和180的票都是一个船。特地网上查了往返意思：从一个地方到目的地，再从目的地到起点。这个根本没有目的地。气死了，船上下来的人都说被坑了。不推荐这个景区！,2020-08-13,未知
320****904,1,不佳,性价比低，景色一般，可玩性低，体验不佳，九十块钱的门票是耍流氓吗？进去湖边全部是游轮快艇水上自行车，请问你们这个景点是水上乐园吗？全部拉进去让人消费？还不如随便找个地方停车在湖边看看就完事，什么狗屁精华景点。别去，骗钱的。,2020-08-13,未知
花儿匠之浪,1,不佳,毫无值得去的，人多，完全商业没了青海湖的气质，可玩的特别少。跟旁边村民守的路口，油菜花，马场等路口进去的比差远了。原生态的霸气。可玩性低，性价比低，体验不佳，景色一般，,2020-08-11,未知
106****629,1,不佳,进门刷身份证就行，景区儿童票没法网上买，还得排队买，不方便，一气之下买的成人票，不值得的景区,2020-08-11,未知
106****629,1,不佳,不值这个价，景区不大，景色一般，青海湖沿线很多可替代他的地方,2020-08-11,未知
106****629,1,不佳,说实话，真没必要去的景区，因为，我走的青海湖沿线有很多景色比二郎剑景区美，也能到湖边的地方，感觉太不值了，景区内不大，完全没有必要换租自行车，下坡还行，上坡骑回来都喘。电动车没骑，不过景区的大小，用不着,2020-08-11,未知
233****624,1,不佳,青海湖风景没得说，湖区面积很大，这个景区却很小，每个人收80多门票，进去连个拍照的地方都没有，好的位置拍照都要收钱，商业化太明显。还不如在路边那些花海拍照！总体感觉就是差差差。体验不佳，性价比低，,2020-08-09,未知
佳唯,1,不佳,景色还可以  但是景区的摩托车太***坑了，简直***了。,2020-08-08,未知
爱情巧克力,1,不佳,性价比低，可玩性低，体验不佳，,2020-08-03,未知
_WeCh****514185,1,不佳,大环线有很多漂亮的景点，我逆时针走完环线后发现这里是最坑的！ 里面除了一个石头碑写着青海湖然后就是看几眼海，毫无乐趣，景观匮乏且很小；费用很高，巨坑！ 门票不值90，里面骑个自行车60，拍照的景点也要另外收费，简直坑，专门坑这种外地游客； 附近的餐厅费用也是整个环线下来最贵的； 建议大家跟团的话是没得选，自驾游千万别来了，垃圾！,2020-08-03,未知
631****519,1,不佳,90元的门票，进去还要花20元坐电瓶车，送到一个码头，完全没有什么风景，如果要看风景还要花140元坐船。不知90元门票包含了什么。出来时要一个一个扫码付车费，结果信号又不好。等了半小时才出来。是目前走过的景点里最不值得去的景点。,2020-08-02,未知
爱情巧克力,1,不佳,商业氛围太重，景区没什么可玩性了。不过景色不错。性价比低，可玩性低，,2020-08-02,未知
anlyli,2,一般,可玩性低，性价比低，体验不佳，景色优美就是性价比不好，进去就一湖，孩子看完就不想呆了，轮船上拍拍照看看湖，没有特色,2020-07-29,未知
whappyj,2,一般,坑人性价比低，景色一般，体验不佳，可玩性低，,2020-07-29,未知
whappyj,2,一般,坑人，性价比低，景色一般，可玩性低，体验不佳，,2020-07-29,未知
whappyj,2,一般,太坑人，景色是美的，但过度消费而且收费非常不合理，门票贵，航票更贵，坐个回程公交要走3公里，自行车千万别租，那也去不了，因为通船和游览车的地方都不让自行车进，可以活动范围很小，想看景色美的地方，必须买船票过去，就是坑人。性价比低，体验不佳，景色一般，可玩性低，,2020-07-29,未知
M27****3216,2,一般,景区一般，没啥看的。景区交通票太坑人,2020-07-29,未知
M22****077,1,不佳,很差 ，停车场堵车 ，堵得一动不动 ，景区里面没有工作人员。网络也不好！,2020-07-29,未知
M23****9149,1,不佳,卖观光车票的工作人员服务态度很糟,2020-07-27,未知
